Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0088_SU_T1-R1	317	0.816	181.192	57.158%	27.193	58.797%	0.2945	0.613
CRUK0088_SU_T1-R2	571	0.949	162.365	28.435%	24.497	31.787%	0.08069	0.881
CRUK0089_SU_T1-R1	35	0.588	41.361	118.174%	5.695	81.357%	1.12464	0.358
CRUK0089_SU_T1-R2	390	0.555	366.391	93.946%	53.436	89.159%	0.65814	0.106
CRUK0090_SU_T1-R1	1155	0.953	391.533	33.899%	54.468	31.105%	0.08829	0.917
CRUK0090_SU_T1-R2	1708	0.973	361.481	21.164%	56.24	23.157%	0.04085	0.945
CRUK0091_SU_T1-R1	66	0.756	59.877	90.723%	8.821	66.116%	0.71754	0.662
CRUK0091_SU_T1-R2	208	0.877	106.42	51.163%	14.44	48.512%	0.26891	0.735
CRUK0092_SU_T1-R1	280	0.919	117.993	42.14%	16.203	39.391%	0.18432	0.837
CRUK0092_SU_T1-R2	94	0.811	67.524	71.834%	9.521	58.598%	0.49619	0.69
CRUK0093_SU_T1-R1	122	0.86	80.66	66.115%	10.424	51.231%	0.40258	0.769
CRUK0093_SU_T1-R2	385	0.716	290.457	75.443%	41.12	72.589%	0.42107	0.405
CRUK0094_SU_T1-R1	175	0.863	102.244	58.425%	13.241	50.591%	0.3344	0.726
CRUK0094_SU_T1-R2	211	0.842	125.56	59.507%	17.332	54.083%	0.34162	0.689
CRUK0094_SU_T1-R3	182	0.895	93.239	51.23%	12.42	44.701%	0.26248	0.8
CRUK0094_SU_T1-R4	169	0.817	102.742	60.794%	16.191	57.641%	0.35246	0.683
CRUK0095_SU_T1-R1	147	0.767	106.838	72.679%	16.908	64.136%	0.50316	0.627
CRUK0095_SU_T1-R2	144	0.472	164.157	113.998%	38.801	88.23%	1.08908	0.355
CRUK0095_SU_T1-R3	203	0.669	157.37	77.522%	28.426	74.471%	0.50745	0.47
CRUK0096_SU_T1-R1	544	0.92	217.589	39.998%	28.93	40.455%	0.13277	0.807
CRUK0096_SU_T1-R2	508	0.934	191.873	37.77%	30.671	37.145%	0.1369	0.903
CRUK0096_SU_T1-R3	394	0.916	165.591	42.028%	24.279	40.297%	0.16521	0.844
CRUK0096_SU_T1-R4	973	0.959	263.455	27.077%	39.17	28.404%	0.07325	0.913
CRUK0096_SU_T1-R5	854	0.966	235.556	27.583%	31.677	25.972%	0.07818	0.93
CRUK0096_SU_T1-R6	570	0.89	240.099	42.123%	37.361	46.037%	0.15566	0.761
CRUK0096_SU_T1-R7	1059	0.972	247.957	23.414%	35.631	23.509%	0.05479	0.945
CRUK0097_SU_T1-R1	457	0.939	175.19	38.335%	23.863	34.65%	0.13316	0.887
CRUK0097_SU_T1-R2	826	0.971	192.033	23.249%	27.3	23.799%	0.05204	0.936
CRUK0098_SU_T1-R1	240	0.927	107.243	44.685%	15.274	38.947%	0.22404	0.89
CRUK0098_SU_T1-R2	418	0.739	280.725	67.159%	41.608	70.777%	0.35285	0.422
CRUK0098_SU_T1-R3	520	0.814	290.248	55.817%	42.515	61.225%	0.26319	0.558
CRUK0099_SU_T1-R1	296	0.694	206.887	69.894%	37.122	72.524%	0.42203	0.468
CRUK0099_SU_T1-R2	206	0.869	117.383	56.982%	15.693	49.527%	0.30238	0.75
CRUK0099_SU_T1-R3	384	0.852	193.543	50.402%	29.828	52.762%	0.20385	0.694
CRUK0099_SU_T1-R4	224	0.811	151.173	67.488%	21.374	58.564%	0.38593	0.661
CRUK0099_SU_T1-R5	144	0.865	83.978	58.318%	11.3	50.136%	0.35128	0.75
CRUK0099_SU_T1-R6	236	0.823	138.249	58.58%	20.817	57.081%	0.30486	0.657
CRUK0099_SU_T1-R7	119	0.829	76.727	64.476%	10.238	56.104%	0.41478	0.667
CRUK0100_SU_T1-R1	1111	0.948	344.671	31.023%	56.601	32.827%	0.088	0.915
CRUK0100_SU_T1-R2	1191	0.954	366.087	30.738%	57.307	31.155%	0.07868	0.925
CRUK0100_SU_T1-R3	705	0.932	235.086	33.346%	35.959	36.513%	0.10271	0.848
