Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0088_SU_T1-R1	317	0.893	151.44	47.773%	20.844	45.069%	0.21547	0.78
CRUK0088_SU_T1-R2	571	0.968	141.47	24.776%	19.489	25.289%	0.06127	0.923
CRUK0089_SU_T1-R1	35	0.61	40.126	114.646%	5.556	79.371%	1.08754	0.395
CRUK0089_SU_T1-R2	390	0.895	192.757	49.425%	26.86	44.816%	0.21258	0.804
CRUK0090_SU_T1-R1	1155	0.975	270.235	23.397%	38.781	22.147%	0.05292	0.954
CRUK0090_SU_T1-R2	1708	0.989	247.973	14.518%	36.35	14.967%	0.02367	0.977
CRUK0091_SU_T1-R1	66	0.802	52.492	79.533%	7.988	59.873%	0.64104	0.723
CRUK0091_SU_T1-R2	208	0.895	97.102	46.684%	13.253	44.524%	0.23771	0.773
CRUK0092_SU_T1-R1	280	0.925	113.726	40.616%	15.615	37.961%	0.17213	0.85
CRUK0092_SU_T1-R2	94	0.867	61.602	65.534%	8.15	50.16%	0.42749	0.792
CRUK0093_SU_T1-R1	122	0.885	73.685	60.398%	9.47	46.543%	0.3623	0.81
CRUK0093_SU_T1-R2	385	0.952	128.673	33.422%	17.415	30.742%	0.1323	0.905
CRUK0094_SU_T1-R1	175	0.877	96.915	55.38%	12.663	48.383%	0.32196	0.759
CRUK0094_SU_T1-R2	211	0.857	122.937	58.264%	16.575	51.721%	0.32882	0.72
CRUK0094_SU_T1-R3	182	0.916	86.103	47.309%	11.135	40.076%	0.24564	0.843
CRUK0094_SU_T1-R4	169	0.915	76.725	45.399%	11.359	40.439%	0.26175	0.859
CRUK0095_SU_T1-R1	147	0.905	86.365	58.752%	11.633	44.126%	0.35045	0.868
CRUK0095_SU_T1-R2	144	0.929	94.207	65.422%	20.444	46.488%	0.41211	0.936
CRUK0095_SU_T1-R3	203	0.927	99.84	49.182%	14.478	37.93%	0.24105	0.895
CRUK0096_SU_T1-R1	544	0.95	174.967	32.163%	22.495	31.456%	0.09593	0.869
CRUK0096_SU_T1-R2	508	0.965	151.163	29.756%	21.717	26.301%	0.10027	0.942
CRUK0096_SU_T1-R3	394	0.956	133.202	33.808%	17.601	29.214%	0.12426	0.92
CRUK0096_SU_T1-R4	973	0.964	241.335	24.803%	36.701	26.614%	0.06295	0.925
CRUK0096_SU_T1-R5	854	0.976	199.264	23.333%	27.144	22.255%	0.06265	0.953
CRUK0096_SU_T1-R6	570	0.956	181.934	31.918%	23.766	29.285%	0.08869	0.908
CRUK0096_SU_T1-R7	1059	0.979	219.911	20.766%	30.86	20.361%	0.04707	0.957
CRUK0097_SU_T1-R1	457	0.959	150.045	32.833%	19.601	28.461%	0.10109	0.923
CRUK0097_SU_T1-R2	826	0.975	182.447	22.088%	25.528	22.255%	0.04887	0.945
CRUK0098_SU_T1-R1	240	0.949	89.425	37.26%	12.449	31.744%	0.18461	0.916
CRUK0098_SU_T1-R2	418	0.943	143.986	34.446%	19.517	33.199%	0.12609	0.876
CRUK0098_SU_T1-R3	520	0.938	177.824	34.197%	24.075	34.67%	0.10544	0.844
CRUK0099_SU_T1-R1	296	0.951	111.596	37.701%	15.777	30.823%	0.15864	0.925
CRUK0099_SU_T1-R2	206	0.896	106.174	51.541%	14.061	44.376%	0.26895	0.805
CRUK0099_SU_T1-R3	384	0.945	134.012	34.899%	18.472	32.675%	0.13393	0.892
CRUK0099_SU_T1-R4	224	0.916	108.287	48.342%	14.656	40.157%	0.26233	0.858
CRUK0099_SU_T1-R5	144	0.875	82.376	57.206%	10.933	48.507%	0.33361	0.77
CRUK0099_SU_T1-R6	236	0.926	104.626	44.333%	13.767	37.75%	0.20603	0.864
CRUK0099_SU_T1-R7	119	0.845	73.582	61.834%	9.814	53.78%	0.40895	0.701
CRUK0100_SU_T1-R1	1111	0.983	206.695	18.604%	31.368	18.193%	0.04152	0.971
CRUK0100_SU_T1-R2	1191	0.981	244.866	20.56%	36.039	19.592%	0.04515	0.967
CRUK0100_SU_T1-R3	705	0.966	190.601	27.036%	25.445	25.837%	0.07868	0.926
