Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0088_SU_T1-R1	317	0.886	153.484	48.418%	21.489	46.463%	0.21838	0.76
CRUK0088_SU_T1-R2	571	0.959	149.389	26.163%	21.721	28.185%	0.06969	0.902
CRUK0089_SU_T1-R1	35	0.603	41.074	117.354%	5.592	79.886%	1.10163	0.379
CRUK0089_SU_T1-R2	390	0.894	191.033	48.983%	26.88	44.85%	0.20723	0.801
CRUK0090_SU_T1-R1	1155	0.975	271.764	23.529%	38.824	22.171%	0.05406	0.954
CRUK0090_SU_T1-R2	1708	0.988	257.522	15.077%	37.175	15.307%	0.02473	0.976
CRUK0091_SU_T1-R1	66	0.802	52.68	79.818%	7.985	59.85%	0.63722	0.724
CRUK0091_SU_T1-R2	208	0.895	97.605	46.925%	13.265	44.565%	0.23602	0.772
CRUK0092_SU_T1-R1	280	0.921	117.041	41.8%	16.038	38.99%	0.18174	0.841
CRUK0092_SU_T1-R2	94	0.858	63.914	67.994%	8.42	51.822%	0.44392	0.776
CRUK0093_SU_T1-R1	122	0.884	73.76	60.459%	9.543	46.901%	0.3624	0.806
CRUK0093_SU_T1-R2	385	0.924	156.253	40.585%	21.816	38.511%	0.15608	0.849
CRUK0094_SU_T1-R1	175	0.874	97.002	55.43%	12.793	48.88%	0.32754	0.75
CRUK0094_SU_T1-R2	211	0.857	122.999	58.293%	16.565	51.69%	0.33558	0.72
CRUK0094_SU_T1-R3	182	0.903	90.648	49.807%	11.962	43.052%	0.25777	0.819
CRUK0094_SU_T1-R4	169	0.878	90.479	53.538%	13.456	47.905%	0.30822	0.797
CRUK0095_SU_T1-R1	147	0.847	96.074	65.356%	14.394	54.6%	0.40757	0.789
CRUK0095_SU_T1-R2	144	0.84	111.711	77.577%	25.493	57.969%	0.52479	0.829
CRUK0095_SU_T1-R3	203	0.839	123.682	60.927%	20.968	54.932%	0.32119	0.767
CRUK0096_SU_T1-R1	544	0.949	175.745	32.306%	22.534	31.511%	0.09646	0.868
CRUK0096_SU_T1-R2	508	0.964	151.594	29.841%	22.015	26.662%	0.10053	0.941
CRUK0096_SU_T1-R3	394	0.956	134.116	34.04%	17.687	29.356%	0.12407	0.919
CRUK0096_SU_T1-R4	973	0.963	245.224	25.203%	37.231	26.998%	0.06488	0.923
CRUK0096_SU_T1-R5	854	0.973	209.054	24.479%	28.882	23.68%	0.06524	0.948
CRUK0096_SU_T1-R6	570	0.943	195.676	34.329%	27.202	33.519%	0.09961	0.88
CRUK0096_SU_T1-R7	1059	0.979	221.874	20.951%	30.937	20.412%	0.04719	0.957
CRUK0097_SU_T1-R1	457	0.958	150.994	33.04%	19.664	28.553%	0.10102	0.922
CRUK0097_SU_T1-R2	826	0.974	185.87	22.502%	25.844	22.53%	0.04952	0.943
CRUK0098_SU_T1-R1	240	0.948	91.099	37.958%	12.589	32.101%	0.18573	0.916
CRUK0098_SU_T1-R2	418	0.93	153.915	36.822%	21.596	36.736%	0.1397	0.846
CRUK0098_SU_T1-R3	520	0.934	184.579	35.496%	24.848	35.783%	0.1093	0.832
CRUK0099_SU_T1-R1	296	0.937	118.366	39.989%	18.02	35.205%	0.16903	0.902
CRUK0099_SU_T1-R2	206	0.895	105.848	51.383%	14.107	44.521%	0.26872	0.804
CRUK0099_SU_T1-R3	384	0.933	145.445	37.876%	20.443	36.161%	0.14378	0.866
CRUK0099_SU_T1-R4	224	0.907	112.309	50.138%	15.352	42.064%	0.26533	0.842
CRUK0099_SU_T1-R5	144	0.872	82.442	57.251%	11.017	48.88%	0.33989	0.765
CRUK0099_SU_T1-R6	236	0.911	114.038	48.321%	15.099	41.402%	0.2139	0.837
CRUK0099_SU_T1-R7	119	0.841	73.791	62.009%	9.911	54.312%	0.40888	0.691
CRUK0100_SU_T1-R1	1111	0.982	214.05	19.266%	32.464	18.828%	0.04374	0.969
CRUK0100_SU_T1-R2	1191	0.979	255.804	21.478%	37.981	20.648%	0.0503	0.962
CRUK0100_SU_T1-R3	705	0.967	189.834	26.927%	25.172	25.56%	0.0781	0.928
